"RESOURCE_TYPES (0: 텍스쳐, 1: 폰트, 2: 사운드 클립, 3: 애니메이션 클립, 4: 애니메이션 스프라이트 클립)",RESOURCE_PATH
0,graphics/Pancake/Run/Run1.png
0,graphics/Pancake/Run/Run2.png
0,graphics/Pancake/Run/Run3.png
0,graphics/Pancake/Run/Run4.png
0,graphics/Pancake/Run/Run5.png
0,graphics/Pancake/Run/Run6.png
0,graphics/Pancake/Run/Run7.png
0,graphics/Pancake/Run/Run8.png
0,graphics/Pancake/Jump/Jump1.png
0,graphics/Pancake/Jump/Jump2.png
0,graphics/Pancake/Double_Jump/Double_Jump1.png
0,graphics/Pancake/Double_Jump/Double_Jump2.png
0,graphics/Pancake/Double_Jump/Double_Jump3.png
0,graphics/Pancake/Double_Jump/Double_Jump4.png
0,graphics/Pancake/Double_Jump/Double_Jump5.png
0,graphics/Pancake/Double_Jump/Double_Jump6.png
0,graphics/Pancake/Landing/Landing.png
0,graphics/Pancake/Sliding/Sliding1.png
0,graphics/Pancake/Sliding/Sliding2.png
0,graphics/Stage1/Background1.png
0,graphics/Stage1/Background2.png
0,graphics/Stage1/Ground.png
0,graphics/Stage1/Pillar1.png
0,graphics/Stage1/Pillar2.png
0,graphics/Stage1/Platform.png
0,graphics/Item/ItemSpeedUp1.png
0,graphics/Item/ItemSpeedUp2.png
0,graphics/Item/ItemSpeedUp3.png
0,graphics/Item/ItemSpeedUp4.png
0,graphics/Item/ItemMagnet1.png
0,graphics/Item/ItemMagnet2.png
0,graphics/Item/ItemMagnet3.png
0,graphics/Item/ItemMagnet4.png
0,graphics/Item/ItemHealPack1.png
0,graphics/Item/ItemHealPack2.png
0,graphics/Item/ItemHealPack3.png
0,graphics/Item/ItemHealPack4.png
0,graphics/Item/ItemCoin1.png
0,graphics/Item/ItemCoin2.png
0,graphics/Item/ItemCoin3.png
0,graphics/Item/ItemCoin4.png
0,graphics/Item/ItemBonusTime.png
0,graphics/Item/ItemBonus1.png
0,graphics/Item/ItemBonus2.png
0,graphics/Item/ItemBonus3.png
0,graphics/Item/ItemBonus4.png
0,graphics/Item/ItemBigHealPack1.png
0,graphics/Item/ItemBigHealPack2.png
0,graphics/Item/ItemBigHealPack3.png
0,graphics/Item/ItemBigHealPack4.png
0,graphics/Item/ItemBig1.png
0,graphics/Item/ItemBig2.png
0,graphics/Item/ItemBig3.png
0,graphics/Item/ItemBig4.png
0,graphics/Item/ItemJelly1.png
0,graphics/Item/ItemJelly2.png
0,graphics/Item/ItemJelly3.png
0,graphics/Item/ItemJelly4.png
0,graphics/button.png
0,graphics/button2.png
3,animations/Pancake/Run/Run.csv
3,animations/Pancake/Jump/Jump.csv
3,animations/Pancake/Double_Jump/Double_Jump.csv
3,animations/Pancake/Landing/Landing.csv
3,animations/Pancake/Sliding/Sliding.csv
3,animations/Item/ItemSpeedUp/ItemSpeedUp.csv
3,animations/Item/ItemMagnet/ItemMagnet.csv
3,animations/Item/ItemHealPack/ItemHealPack.csv
3,animations/Item/ItemCoin/ItemCoin.csv
3,animations/Item/ItemBonus/ItemBonus.csv
3,animations/Item/ItemBigHealPack/ItemBigHealPack.csv
3,animations/Item/ItemBig/ItemBig.csv
4,animations/Effect/EffectSpeedUp.csv
0,graphics/Effect/Effects.png
3,animations/Jelly/Coin/Coin/Coin.csv
0,graphics/Jelly/Coin/Coin1.png
0,graphics/Jelly/Coin/Coin2.png
0,graphics/Jelly/Coin/Coin3.png
0,graphics/Jelly/Coin/Coin4.png
0,graphics/UI/HpBar/Hp.png
0,graphics/UI/HpBar/HpBlue1.png
0,graphics/UI/HpBar/HpBlue2.png
0,graphics/UI/HpBar/HpEndEffect1.png
0,graphics/UI/HpBar/HpEndEffect2.png
0,graphics/UI/HpBar/HpImage1.png
0,graphics/UI/HpBar/HpImage2.png
0,graphics/UI/HpBar/HpImage3.png
0,graphics/UI/HpBar/HpImage4.png
0,graphics/UI/HpBar/HpImage5.png
0,graphics/UI/HpBar/HpImage6.png
0,graphics/UI/HpBar/HpTimeOver.png
0,graphics/UI/HpBar/NextCookie.png
0,graphics/UI/HpBar/NextGoal.png
0,graphics/UI/HpBar/NextHp.png
0,graphics/UI/HpBar/NextHpbar.png
0,graphics/UI/HpBar/HpBack.png
3,animations/UI/HpUI/HpBlue.csv
3,animations/UI/HpUI/HpImage.csv
3,animations/UI/HpUI/HpEndEffect.csv
1,fonts/CookieRun Black.otf
1,fonts/CookieRun Bold.otf
1,fonts/CookieRun Regular.otf
0,graphics/UI/Coin/ScoreCoinUI.png
0,graphics/UI/Score/ScoreJellyUI.png
0,graphics/UI/InGame/HitEffect1.png
0,graphics/UI/InGame/HitEffect2.png
3,animations/Stage1/Obstacle/Pillar.csv
0,graphics/Pancake/Hit/Hit.png
3,animations/Pancake/Hit/Hit.csv
0,graphics/UI/InGame/JumpDown.png
0,graphics/UI/InGame/JumpUp.png
0,graphics/UI/InGame/SlideDown.png
0,graphics/UI/InGame/SlideUp.png
0,graphics/UI/InGame/Pause.png
0,graphics/Pancake/Die/Die1.png
